image,milliseconds
extra_aug_0_N-180-_jpg.rf.25cda3e652c2f0716fe528b8623f4c4a_contrast.jpg,12.924425998789957
aug_aug_0_RF-173-_jpg.rf.fcc2f0505aa20c329dc1f465cabc6f50_flip.jpg,13.480328001605812
aug_aug_1_452_aug_1_H-146-_jpg.rf.418ea8e0071211e4e656a4d8f31430e4_flip.jpg,12.823737997678109
aug_H-155-_jpg.rf.596280c6f10449d054d35388281166d5_bright.jpg,12.768741999025224
aug_aug_0_B-123-_jpg.rf.7fd217736e901539b953384223473b8f_bright.jpg,12.77665999805322
extra_aug_1_408_S-102-_jpg.rf.13d99a1a8e03cd22f7a968fce699676c_bright.jpg,12.388532999466406
extra_aug_1_N-196-_jpg.rf.92d99b6e3155d61062c204ea2914d5bd_orig.jpg,12.81800899960217
aug_aug_1_642_aug_0_N-28-_jpg.rf.0f61fc5bff92de7aab9efb4a45fa8731_bright.jpg,12.942131001182133
aug_RF-144-_jpg.rf.86513012b33980501a106723979bb69f_flip.jpg,12.902804999612272
aug_0_B-37-_jpg.rf.951ce75d539847b07ac5e332208be973.jpg,13.636851999763167
aug_H-11-_jpg.rf.5f184a0fc608f705633a02dd6a5e1ca7_orig.jpg,12.939993997861166
B-117-_jpg.rf.5d2b46e474c7d03cc0fd38f68b82e04c.jpg,13.064834001852432
aug_aug_1_B-187-_jpg.rf.bd21bea5f47a5e962d47dc06b36d8644_bright.jpg,12.657037997996667
extra_N-175-_jpg.rf.8049c914a24daecd06d188c7c0ce7ab6_flip.jpg,12.9314269979659
extra_B-172-_jpg.rf.553473c93a9de128ea95233ffbb0f3da_flip.jpg,13.403879998804769
extra_aug_1_C-110-_jpg.rf.6475efb38d697ea371890c1a94bd1cc0_flip.jpg,14.207763997546863
aug_C-50-_jpg.rf.e8be218afbaa4cb999c817bcb2a90f80_bright.jpg,13.663570000062464
extra_S-181-_jpg.rf.a6dd91de2b1b08f314087fa3133a83b6_orig.jpg,13.364734000788303
extra_aug_1_625_aug_1_N-18-_jpg.rf.400d43435e92ae2d2862e325f3a9352a_flip.jpg,13.85336100065615
